id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
75369;2;2007-09-25 00:00:00;Pilot;1;8.04218;22;1;Brilliant physicist roommates Leonard and Sheldon meet their new neighbor Penny, who begins showing them that as much as they know about science, they know little about actual living.;6283;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75370;2;2007-10-02 00:00:00;The Big Bran Hypothesis;2;8.02221;21;1;Leonard volunteers to sign for a package in an attempt to make a good impression on Penny, but when he enlists Sheldon for help, his attempt at chivalry goes terribly awry.;4682;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75371;0;2007-10-09 00:00:00;The Fuzzy Boots Corollary;3;7.8539200000000005;22;1;Leonard asks a woman out after he finds out that Penny is seeing someone.;4073;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75372;0;2007-10-16 00:00:00;The Luminous Fish Effect;4;7.92729;20;1;Sheldon's getting fired forces him to explore what life has to offer outside physics, leaving Leonard to take drastic action to snap his friend out of his funk.;3837;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75373;0;2007-10-23 00:00:00;The Hamburger Postulate;5;7.9352;20;1;Fearing he's wasting his time on Penny, Leonard ends up making a connection with Leslie.;3534;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75374;1;2007-10-30 00:00:00;The Middle Earth Paradigm;6;8.02035;21;1;Penny hosts a Hallowe'en party, putting Leonard, Sheldon, Wolowitz, and Koothrappali through a new test of their social skills.;3440;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75375;0;2007-11-06 01:00:00;The Dumpling Paradox;7;8.00672;21;1;With Wolowitz AWOL with one of her friends, Penny's recruited to fill in for him on the guys' Halo team;3423;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75376;1;2007-11-13 01:00:00;The Grasshopper Experiment;8;7.98161;20;1;Raj's parents set him up on a blind date, but just when he discovers he can talk to her, she shows interest in Sheldon.;3262;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75377;0;2008-03-18 00:00:00;The Cooper-Hofstadter Polarization;9;8.0;19;1;When they're invited to present at a physics conference, Sheldon's reluctance to share the credit leads to a tiff between him and  Leonard, and Penny's intervention only exacerbates the situation.;3117;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75378;0;2008-03-25 00:00:00;The Loobenfeld Decay;10;7.88518;20;1;Leonard and Sheldon each lie to avoid seeing Penny's concert, but Sheldon's is a bit too complicated for his own good.;3083;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75379;0;2008-04-01 00:00:00;The Pancake Batter Anomaly;11;7.97236;22;1;With his friends knowing how sour he acts when sick—and avoiding him as a result—Sheldon is nursed by Penny, who hasn't a clue what she's in for.;3039;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75380;0;2008-04-15 00:00:00;The Jerusalem Duality;12;7.89171;20;1;With Sheldon rattled over meeting Dennis, a 15-year-old physicist who's smarter than he, Leonard helps him look for a way to debunk Dennis's research.;2992;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75381;2;2008-04-22 00:00:00;The Bat Jar Conjecture;13;7.9801;21;1;Sheldon finds himself booted from the gang's Physics Bowl team and replaced with Leslie, so he forms his own team, hoping to prove he's superior.;2865;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75382;3;2008-04-29 00:00:00;The Nerdvana Annihilation;14;7.99531;20;1;When delivery of another collectible leads to Penny's lashing out at Leonard, he decides it's time to give up his habit, much to his friends' protestation.;2770;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75383;1;2008-05-06 00:00:00;The Pork Chop Indeterminacy;15;8.00693;21;1;The rest of the gang fall for Sheldon's twin sister, and Leonard's plan to win her heart is derailed when Sheldon declares he'll be the one to decide who can date her.;2888;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75384;0;2008-05-13 00:00:00;The Peanut Reaction;16;8.07151;19;1;Penny wants to throw a surprise party for Leonard, but Sheldon's indulgence at an electronics store throws her off-track.;2755;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75385;2;2008-05-20 00:00:00;The Tangerine Factor;17;8.16048;20;1;Penny's break-up spurs Leonard to summon the courage to ask her out, and each goes to Sheldon for advice on their upcoming date.;2829;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75386;1;2008-09-23 00:00:00;The Bad Fish Paradigm;1;7.95525;21;2;"Penny's first date with Leonard goes awry; Penny finds Sheldon to be an unwilling confidant.";3307;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75387;1;2008-09-30 00:00:00;The Codpiece Topology;2;7.86392;21;2;A jealous Leonard reacts to Penny's new guy by rebounding with Leslie.;3057;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75388;0;2008-10-07 00:00:00;The Barbarian Sublimation;3;8.09425;21;2;Sheldon creates a monster when he introduces Penny to online gaming.;3045;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75389;2;2008-10-14 00:00:00;The Griffin Equivalency;4;7.93889;21;2;Raj gets an inflated ego and makes a play for Penny after being referenced in a magazine article.;2929;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75390;0;2008-10-21 00:00:00;The Euclid Alternative;5;7.97252;20;2;Leonard and his friends stage an intervention to force Sheldon to face his fear of driving.;2911;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75391;0;2008-11-04 01:00:00;The Cooper-Nowitzki Theorem;6;8.02645;21;2;Sheldon and the gang are confused when a young grad student is attracted to him.;2798;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75392;0;2008-11-11 01:00:00;The Panty Piñata Polarization;7;8.12659;21;2;When Sheldon bans Penny from the apartment for numerous minor infractions, she decides to retaliate.;2915;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75393;0;2008-11-18 01:00:00;The Lizard-Spock Expansion;8;7.94549;20;2;Leonard inadvertently steals away the new woman Wolowitz thinks is the love of his life.;2770;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75394;0;2008-11-25 01:00:00;The White Asparagus Triangulation;9;7.99155;21;2;Sheldon is thrilled when Leonard starts dating a woman who meets Sheldon's stringent standards.;2723;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75395;1;2008-12-09 01:00:00;The Vartabedian Conundrum;10;7.87085;21;2;Leonard asks Penny for advice when his new relationship starts moving too fast.;2679;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75396;1;2008-12-16 01:00:00;The Bath Item Gift Hypothesis;11;8.38678;21;2;"Penny starts dating Leonard's handsome colleague; Leonard and his friends are tortured by Sheldon's obsession with gift-giving etiquette.";2950;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75397;1;2009-01-13 01:00:00;The Killer Robot Instability;12;7.85924;21;2;Penny's criticism of Wolowitz's romantic life pushes him into depression and AWOL for a fighting robot battle the rest of guys are depending on him for.;2657;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75398;1;2009-01-20 01:00:00;The Friendship Algorithm;13;7.90224;21;2;Sheldon creates a scientific procedure for making friends.;2588;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75399;0;2009-02-03 01:00:00;The Financial Permeability;14;7.93665;21;2;Sheldon's solution to Penny's financial difficulty leads to a confrontation between Leonard and Penny's ex-boyfriend.;2636;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75400;0;2009-02-10 01:00:00;The Maternal Capacitance;15;8.11743;20;2;Leonard and Penny are drawn together after a disastrous visit from Leonard's mother.;2674;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75401;0;2009-03-03 01:00:00;The Cushion Saturation;16;7.98392;21;2;A paintball game leads to a fight between Sheldon and Penny, and romance for Leslie and Wolowitz.;2549;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75402;1;2009-03-10 00:00:00;The Terminator Decoupling;17;7.90859;21;2;Leonard, Sheldon and Wolowitz are ecstatic to learn that a famous science-fiction actress (Summer Glau) is on board the train they are taking to San Francisco.;2549;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75403;1;2009-03-17 00:00:00;The Work Song Nanocluster;18;7.99884;20;2;Penny's home business turns into a complete nightmare when Sheldon takes over.;2589;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75404;0;2009-03-31 00:00:00;The Dead Hooker Juxtaposition;19;8.00119;20;2;"Penny squares off with a new beautiful female neighbor who may become the building's ""new Penny.""";2527;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75405;1;2009-04-14 00:00:00;The Hofstadter Isotope;20;7.91536;20;2;A fellow comic book enthusiast's hitting on Penny leads to Leonard and Howard going to a bar's Ladies' Night.;2552;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75406;1;2009-04-28 00:00:00;The Vegas Renormalization;21;8.0314;21;2;Leonard and Koothrappali escort a heartbroken Wolowitz to Las Vegas, and Sheldon becomes locked out of his apartment and must stay with Penny.;2516;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75407;0;2009-05-05 00:00:00;The Classified Materials Turbulence;22;8.04353;18;2;Penny's second date with Stuart sees her making a comment that gives Leonard new hope for a relationship with her. Wolowitz realizes there's a crucial error in a NASA project he's working on.;2573;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75408;0;2009-05-12 00:00:00;The Monopolar Expedition;23;8.06275;21;2;The guys' plan to work over the summer at the North Pole makes Penny revaluate her feelings for Leonard.;2502;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75409;0;2009-09-22 00:00:00;The Electric Can Opener Fluctuation;1;8.00771;21;3;When Sheldon learns the guys tampered with his expedition data he got from the arctic, he leaves to Texas in disgrace. This results in the guys following him, which threatens Leonard's hope for some romantic time with Penny and the guys' friendship with Sheldon.;3112;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75410;0;2009-09-29 00:00:00;The Jiminy Conjecture;2;7.91242;21;3;Leonard and Penny struggle to recover from an awkward first hookup while Sheldon and Howard stake their best comic books on a bet to determine the species of a cricket.;2843;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75411;1;2009-10-06 00:00:00;The Gothowitz Deviation;3;7.87367;20;3;Howard and Raj visit a Goth nightclub to pick up women while Sheldon attempts to build a better Penny using chocolate-based behavior modification.;2810;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75412;0;2009-10-13 00:00:00;The Pirate Solution;4;7.92802;21;3;Raj must find a new job or be sent back to India, but Sheldon has a solution, which leaves Leonard and Penny dealing with Howard as a third wheel.;2834;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75413;0;2009-10-20 00:00:00;The Creepy Candy Coating Corollary;5;7.98439;21;3;After overhearing that Wil Wheaton is entering a trading-card competition, Sheldon decides to enter it himself. Meanwhile, Penny sets up one of her friends on a date with Wolowitz.;2883;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75414;0;2009-11-03 01:00:00;The Cornhusker Vortex;6;7.77109;19;3;Sheldon becomes Leonard's teacher in order to understand football, while an incident with flying a kite threatens Howard and Raj's friendship.;2774;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75415;1;2009-11-10 01:00:00;The Guitarist Amplification;7;7.88003;19;3;A squabble between Leonard and Penny sees Sheldon playing mediator, though out of his own incovenience from the sitiation rather than altruism.;2734;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75416;1;2009-11-17 01:00:00;The Adhesive Duck Deficiency;8;8.13803;20;3;With Leonard, Howard and Raj away camping in the desert, an injured Penny has only Sheldon to rely on.;2811;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75417;0;2009-11-24 01:00:00;The Vengeance Formulation;9;7.99926;19;3;After he's humiliated on National Public Radio, Sheldon vows to destroy Kripke, while Wolowitz tries not to destroy his new relationship with Bernadette.;2694;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75418;2;2009-12-08 01:00:00;The Gorilla Experiment;10;8.01185;21;3;Penny gets help from Sheldon in order to understand what Leonard's work is, while Wolowitz develops a jealousy when Leonard starts hanging out with his new girlfriend.;2700;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75419;0;2009-12-15 01:00:00;The Maternal Congruence;11;8.02476;19;3;A Christmas visit from his mother has Leonard discovering she's kept a lot of news from him that she shares with Sheldon and worrying if she'll approve of his romance with Penny.;2666;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75420;1;2010-01-12 01:00:00;The Psychic Vortex;12;8.0152;19;3;Leonard is aghast to find out a secret of Penny's: she believes in psychics. Meanwhile, Sheldon tries to assist Koothrappali in picking up a girl at a university mixer.;2631;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75421;1;2010-01-19 01:00:00;The Bozeman Reaction;13;7.95584;20;3;When their apartment is robbed, Leonard and Sheldon turn to their friends to create a state-of-the-art security system.;2559;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75422;1;2010-02-02 01:00:00;The Einstein Approximation;14;8.09954;18;3;Sheldon's search for the answer to a physics problem leads him to work at the Cheesecake Factory with Penny.;2602;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75423;0;2010-02-09 01:00:00;The Large Hadron Collision;15;7.96426;21;3;Leonard can only bring one guest on a trip to see CERN's Large Hadron Collider (the world's largest and highest energy particle accelerator) in Switzerland on Valentine's Day.;2434;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75424;1;2010-03-02 01:00:00;The Excelsior Acquisition;16;7.98228;21;3;Sheldon winds up in traffic court when he gets a ticket because of Penny.;2540;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75425;2;2010-03-09 01:00:00;The Precious Fragmentation;17;8.05098;20;3;"When the guys find a ring from ""The Lord of the Rings"" at a garage sale, it threatens to tear them apart.";2452;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75426;0;2010-03-23 00:00:00;The Pants Alternative;18;8.13291;21;3;Sheldon's friends come to his aid when his fear of public speaking stands between him and a coveted award.;2543;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75427;1;2010-04-13 00:00:00;The Wheaton Recurrence;19;7.9642100000000005;21;3;A fight between Leonard and Penny threatens their relationship, while Sheldon battles Wil Wheaton in bowling.;2403;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75428;1;2010-05-04 00:00:00;The Spaghetti Catalyst;20;8.01615;20;3;When Leonard and Penny aren't speaking, Sheldon goes to extremes to keep them both happy.;2477;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75429;0;2010-05-11 00:00:00;The Plimpton Stimulation;21;8.071110000000001;21;3;Leonard and Sheldon compete for the attention of a famous female physicist.;2475;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75430;1;2010-05-18 00:00:00;The Staircase Implementation;22;8.17909;20;3;Leonard tells Penny about how he met Sheldon for the first time...and what happened to the elevator.;2697;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75431;0;2010-05-25 00:00:00;The Lunar Excitation;23;8.2581;20;3;While Penny worries that dating Leonard has ruined her for normal guys, Wolowitz and Koothrappali search for Sheldon's perfect match online.;2623;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75432;1;2010-09-24 00:00:00;The Robotic Manipulation;1;8.08418;21;4;"Penny tags along on Sheldon's first ever date; Wolowitz finds a new use for a robotic arm.";3041;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75433;1;2010-10-01 00:00:00;The Cruciferous Vegetable Amplification;2;8.03034;20;4;Realizing he will not live long enough to download his consciousness into a robot body, Sheldon tries to extend his life span.;2933;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75434;1;2010-10-08 00:00:00;The Zazzy Substitution;3;7.98702;21;4;The guys are concerned as Sheldon searches for an alternative to human companionship.;2927;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75435;0;2010-10-15 00:00:00;The Hot Troll Deviation;4;7.9286200000000004;19;4;An embarrassing secret of Wolowitz's comes to light, while Sheldon and Raj have a small war at work.;2886;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75436;0;2010-10-22 00:00:00;The Desperation Emanation;5;7.93792;20;4;Leonard realizes he’s the only one without a girlfriend, while Sheldon wants to get rid of his.;2851;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75437;0;2010-10-29 00:00:00;The Irish Pub Formulation;6;7.97918;21;4;Leonard keeps an affair a secret from Sheldon, Howard and Raj.;2786;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75438;0;2010-11-05 00:00:00;The Apology Insufficiency;7;7.95532;21;4;Sheldon's answers during an FBI interview put Wolowitz's security clearance in jeopardy.;2708;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75439;0;2010-11-12 01:00:00;The 21-Second Excitation;8;8.01753;19;4;While the guys camp in line for a long-awaited movie screening, Penny and Bernadette invite Amy to her first slumber party.;2681;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75440;0;2010-11-19 01:00:00;The Boyfriend Complexity;9;8.12459;21;4;Penny asks Leonard to lie to her father, while Howard, Raj and Bernadette pull an all-nighter at a telescope.;2737;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75441;0;2010-12-10 01:00:00;The Alien Parasite Hypothesis;10;7.85587;20;4;Amy finds she has sexual feelings for Penny's ex, while Koothrappali and Wolowitz try to prove who would be the better superhero.;2685;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75442;1;2010-12-17 01:00:00;The Justice League Recombination;11;8.1441;20;4;"The guys find a ""super"" use for Penny's new boyfriend, Zack, when they enter a costume contest as the Justice League.";2748;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75443;0;2011-01-07 01:00:00;The Bus Pants Utilization;12;7.86194;21;4;Leonard's idea for a smartphone app derails his friendship with Sheldon.;2593;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75444;0;2011-01-21 01:00:00;The Love Car Displacement;13;8.07094;21;4;Bernadette runs into her ex-boyfriend while attending a science event with Wolowitz.;2622;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75445;2;2011-02-04 01:00:00;The Thespian Catalyst;14;7.86787;21;4;Hoping it will make him a better teacher, Sheldon has Penny give him acting lessons. Raj has fantasies about a friend's girlfriend.;2596;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
75446;0;2011-02-11 01:00:00;The Benefactor Factor;15;8.01951;20;4;A wealthy donor to the university makes Leonard consider how far he's willing to go for the sake of science.;2512;us;2007-09-25 00:00:00;['comedy'];The Big Bang Theory;ended;A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.;2007.0
