id;commentaires;premiere_diffusion_episode;titre_episode;numero_episode;note;duree;numero_saison;resume_episode;votes;pays;premiere_diffusion_serie;genres_serie;titre_serie;status_serie;resume_serie;annee_premiere_diffusion_serie
2764955;11;2018-02-09 01:00:00;Devil's Bargain;13;7.9076900000000006;41;13;Sam, Dean and Castiel search for Lucifer who, meanwhile, strikes an unlikely deal with a local faith healer named Sister Jo. Asmodeus inches closer to finding Jack.;1820;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2764957;3;2018-03-02 01:00:00;Good Intentions;14;7.91719;42;13;Jack and Mary manage to escape Michael’s clutches and end up finding an ally in “apocalyptic world” Bobby Singer. Meanwhile, Sam, Dean and Castiel continue to search for a way to open a breach, not realizing that one of their own may be working against them and costing them precious time.;1751;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2764960;5;2018-03-09 01:00:00;A Most Holy Man;15;7.68951;42;13;Sam and Dean are close to collecting everything they need to open a rift into the apocalyptic world and possibly rescuing Mary and Jack. The one missing ingredient leads the Winchesters to a black market for religious relics where everything is not always as it seems.;1707;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2681946;23;2018-03-30 00:00:00;ScoobyNatural;16;8.2733;42;13;Sam, Dean and Castiel are transported into the animated world of Scooby Doo where they join forces with the Scooby gang to solve a ghostly mystery.;1899;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2787451;8;2018-04-06 00:00:00;The Thing;17;7.89103;42;13;Sam and Dean continue to collect the pieces necessary to open a rift to the other world in order to save their family. Their latest quest leads them to a Men of Letters bunker from the 1920s and a hungry God from another dimension. Meanwhile, Ketch makes a shocking decision about Gabriel after an unruly encounter with Asmodeus.;1661;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2787452;3;2018-04-13 00:00:00;Bring 'Em Back Alive;18;7.89541;42;13;Lucifer rules over heaven but things aren’t going exactly as planned, exasperating his first lady, Jo. Sam and Castiel are perplexed by the return of Gabriel. Meanwhile, Dean gets one step closer to finding Mary and Jack.;1654;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2863047;5;2018-04-20 00:00:00;Funeralia;19;7.86842;42;13;Sam and Dean must stop Rowena, who is on a deadly mission.  Meanwhile, Castiel looks to heaven to recruit angels for an impending invasion but is shocked by not only what he finds, but who.;1596;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2863048;5;2018-04-27 00:00:00;Unfinished Business;20;7.68236;42;13;Gabriel is back and drags Sam and Dean into his plot for revenge on the demigods who sold him to Asmodeus. Meanwhile, Jack's inflating confidence leads to reckless decisions that could put others in harm's way.;1593;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2921663;7;2018-05-04 00:00:00;Beat the Devil;21;8.01053;42;13;Sam, Dean, Castiel and Gabriel must work together if they have any hope of bringing Mary and Jack home. Meanwhile, Rowena’s encounter with Lucifer may alter the outcome of the journey for one of our heroes.;1614;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2921664;2;2018-05-11 00:00:00;Exodus;22;7.93232;41;13;Sam and Dean devise a plan that will save innocent lives. Meanwhile, Jack continues to wrestle with the consequences of his decisions.;1507;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
2921665;15;2018-05-18 00:00:00;Let the Good Times Roll;23;8.05613;42;13;Our heroes, Sam and Dean Winchester, continue to be tested in the battle between good and evil, but one impulsive decision could alter the lives of one the brothers forever.;1550;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3053489;6;2018-10-12 00:00:00;Stranger in a Strange Land;1;7.54938;42;14;Sam enlists everyone’s help in trying to track down Dean, who can literally be anywhere. Meanwhile, Castiel may be in over his head after meeting up with an unreliable source. After being drained of his grace, Jack is adjusting to life as a human, learning new skills and figuring out how he fits in to this world of hunters.;1458;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3072295;2;2018-10-19 00:00:00;Gods and Monsters;2;7.75797;41;14;Sam finds a clue to Dean’s whereabouts, so he, Mary and Bobby set out to investigate. Castiel imparts some sage advice on Jack, who, still desperate to belong, seeks out a familial connection.;1380;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3094915;6;2018-10-26 00:00:00;The Scar;3;7.69003;42;14;Still trying to solve the mystery of what happened to Dean, Sam enlists the help of Sheriff Jody Mills who may unknowingly already be on the case. Castiel continues to be a father figure to Jack, who surprises even himself, when a life is on the line.;1284;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3094916;8;2018-11-02 00:00:00;Mint Condition;4;7.78216;41;14;Dean continues to struggle. Meanwhile, Sam must think fast when action figures come to life, and our heroes find themselves living in a real-life horror movie.;1267;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3094918;5;2018-11-09 01:00:00;Nightmare Logic;5;7.6307;42;14;After a hunt gone wrong leaves Maggie’s whereabouts unknown, Sam, Dean, Mary and Bobby race to find her, but what they find are their own worst nightmares.;1251;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3094917;10;2018-11-16 01:00:00;Optimism;6;7.73454;42;14;Sam and Charlie team up to get to the bottom of a string of random disappearances. Meanwhile, Jack believes that he has found a case and convinces Dean to partner-up with him on the hunt.;1213;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3094919;7;2018-11-30 01:00:00;Unhuman Nature;7;7.80083;42;14;Sam and Castiel track down a Shaman, who may be able to help a friend. Nick continues to spiral down a dark path as he looks for answers surrounding the deaths of his wife and son. Jack turns to Dean for help enjoying the human experience.;1200;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3143690;8;2018-12-07 01:00:00;Byzantium;8;7.89222;42;14;When Sam and Dean join forces with an unexpected ally, the outcome will alter the course of two lives. Meanwhile, Heaven faces an attack from a dark force, driving Castiel to make an enormous sacrifice to make things right.;1169;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3143691;11;2018-12-14 01:00:00;The Spear;9;7.84256;41;14;Sam and Dean enlist the help of their pal Garth to gain inside information on what Michael may be planning. The brothers split up to each go after weapons that can aid in their fight against the Archangel, but this may be a fight our heroes cannot win.;1156;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3143692;7;2019-01-18 01:00:00;Nihilism;10;7.90987;42;14;Michael has re-taken control of Dean as his army of monsters continues to move in on our heroes. Sam devises a plan to try and reach Dean and stop Michael before anyone else has to die.;1165;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3143693;7;2019-01-25 01:00:00;Damaged Goods;11;7.7343;42;14;Dean spends some bonding time with Mary and Donna. Nick finally finds the answer he has been searching for. Sam is left to make an unimaginable choice.;1099;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3192752;7;2019-02-01 01:00:00;Prophet and Loss;12;7.68382;42;14;Sam and Dean must figure out how to stop the bloodshed when Donatello, who, in his current condition, is inadvertently scrambling the order of future prophets. Nick comes face to face with his past.;1088;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3212234;13;2019-02-08 01:00:00;Lebanon;13;8.08106;42;14;Sam and Dean look to occult lore for a solution to their latest problem, but instead of a resolution, they find much more than either of them had anticipated.;1135;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3367677;10;2019-03-08 01:00:00;Ouroboros;14;8.03291;42;14;"Sam and Dean enlist the help of Rowena to track down a demi-god who feasts on human flesh; the challenge of keeping Michael at bay is proving to be more difficult than originally anticipated.";1094;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3418895;6;2019-03-15 00:00:00;Peace of Mind;15;7.78257;42;14;Sam and Castiel follow a case to a picturesque little town in Arkansas, only to find out nothing is as idyllic as it appears to be. Dean and Jack take a road trip to visit an old friend.;1067;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3418896;8;2019-03-22 00:00:00;Don't Go in the Woods;16;7.60886;41;14;"Sam and Dean are baffled when they come up against a monster they have never heard of before; Jack does his best to impress a new group of friends.";1061;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3444952;8;2019-04-05 00:00:00;Game Night;17;7.84181;42;14;Sam and Dean race to help a friend in need. Meanwhile, Mary is concerned for Jack’s wellbeing, and Castiel enlists help from Jo/Anael to track down a miracle.;1062;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3444953;12;2019-04-12 00:00:00;Absence;18;7.67914;42;14;Sam and Dean continue to worry about the condition of Jack's soul.;1069;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3480792;10;2019-04-19 00:00:00;Jack in the Box;19;7.84421;42;14;Sam, Dean and Castiel investigate a string of suspicious deaths that have a biblical element to them.;1027;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3480793;23;2019-04-26 00:00:00;Moriah;20;8.34159;41;14;Sam, Dean and Castiel are thrown into an epic battle. Meanwhile, Jack becomes disenchanted with all the lies, and an old friend from the past shows up.;1130;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3581017;12;2019-10-11 00:00:00;Back and to the Future;1;7.91294;45;15;Picking up here we left off last season, Sam, Dean and Castiel are left to defend the world after all the souls in hell have been released and are back on Earth and free to kill again.;850;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3686505;5;2019-10-18 00:00:00;Raising Hell;2;7.76038;45;15;Sam, Dean and Castiel call on Rowena to help keep the evil souls at bay and get an unexpected assist from Ketch.;747;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3686506;10;2019-10-25 00:00:00;The Rupture;3;7.93108;45;15;Sam and Dean together with Rowena work tirelessly to keep all of hell from breaking loose. Castiel cannot forgive an arrogant betrayal.;711;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3721355;4;2019-11-08 01:00:00;Atomic Monsters;4;7.57895;45;15;Sam and Dean investigate the mysterious death of a girl and the disappearance of another.;532;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3721368;2;2019-11-15 01:00:00;Proverbs 17:3;5;7.63245;45;15;Sam and Dean’s routine case turns out to be anything but.;302;us;2005-09-14 00:00:00;['drama', 'mystery', 'fantasy', 'science-fiction', 'action'];Supernatural;returning series;"The story revolves around two brothers, Sam and Dean Winchester as they follow their father's footsteps, hunting down evil supernatural creatures such as monsters, demons, and even fallen gods while trying to save innocent people along the way. Continuing the ""family business"" after their father's death, the brothers soon discovered that the ""hunt"" doesn't just involve slashing and hacking monsters and demons but also dealing with more powerful creatures such as angels, reapers, and even Death.";2005.0
3418840;29;2019-10-21 01:00:00;It's Summer and We're Running Out of Ice;1;7.68178;60;1;In an alternate America where police conceal their identities behind masks to protect themselves from a terrorist organization, Detective Angela Abar investigates the attempted murder of a fellow officer under the guidance of her friend and Chief, Judd Crawford. Meanwhile, the Lord of a Country Estate receives an anniversary gift from his loyal servants.;2140;us;2019-10-21 01:00:00;['drama', 'crime', 'action', 'adventure', 'fantasy', 'science-fiction', 'mystery'];Watchmen;returning series;A modern-day reimagining where superheroes are treated as outlaws and must embrace the nostalgia.;2019.0
3418841;9;2019-10-28 01:00:00;Martial Feats of Comanche Horsemanship;2;7.69266;60;1;As Angela relives haunting memories of an attack on her family, she detains a mysterious man who claims responsibility for Tulsa's most recent murder. Elsewhere, an original play is performed for an audience of one.;1526;us;2019-10-21 01:00:00;['drama', 'crime', 'action', 'adventure', 'fantasy', 'science-fiction', 'mystery'];Watchmen;returning series;A modern-day reimagining where superheroes are treated as outlaws and must embrace the nostalgia.;2019.0
3418842;11;2019-11-04 02:00:00;She Was Killed by Space Junk;3;7.9262;60;1;Following a late-night visit from the Senator who authored Masked Policing Legislation in Oklahoma, FBI agent Laurie Blake heads to Tulsa to take over the recent murder investigation. Far away, the Lord of the Estate draws unwelcome attention.;1233;us;2019-10-21 01:00:00;['drama', 'crime', 'action', 'adventure', 'fantasy', 'science-fiction', 'mystery'];Watchmen;returning series;A modern-day reimagining where superheroes are treated as outlaws and must embrace the nostalgia.;2019.0
3418843;6;2019-11-11 02:00:00;If You Don't Like My Story, Write Your Own;4;7.80467;60;1;Reclusive trillionaire Lady Trieu finally enters the stage with a mysterious offer. With Blake getting closer to the truth of her coverup, Angela enlists Looking Glass for help. Meanwhile, The Lord trains two new servants.;942;us;2019-10-21 01:00:00;['drama', 'crime', 'action', 'adventure', 'fantasy', 'science-fiction', 'mystery'];Watchmen;returning series;A modern-day reimagining where superheroes are treated as outlaws and must embrace the nostalgia.;2019.0
3418844;7;2019-11-18 02:00:00;Little Fear of Lightning;5;8.08786;60;1;The origin story of Looking Glass is at last revealed, as is the truth behind the greatest hoax in American history. Far away, The Smartest Man In The World plots a daring escape.;387;us;2019-10-21 01:00:00;['drama', 'crime', 'action', 'adventure', 'fantasy', 'science-fiction', 'mystery'];Watchmen;returning series;A modern-day reimagining where superheroes are treated as outlaws and must embrace the nostalgia.;2019.0
793389;5;2011-01-10 02:00:00;Pilot;1;7.82719;57;1;"Drunken father Frank is of no use to his dysfunctional family; Fiona meets a handsome stranger when her purse is stolen; Lip is shocked to discover his brother Ian is gay and tries to hook him up with a willing neighbor.";3854;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793390;3;2011-01-17 02:00:00;Frank the Plank;2;7.75805;55;1;Frank has a drunken run-in with Karen's father and takes it out on Ian. The family starts a manhunt when Frank is nowhere to be found on disability check day.;2889;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
793391;0;2011-01-24 02:00:00;Aunt Ginger;3;7.8313;52;1;"Fiona turns her attentions to Tony, a cop who has had a crush on her since childhood, but Steve isn't willing to give up without a fight; Ian is targeted by the brothers of a girl he spurned; the whole family searches for elderly Aunt Ginger, who owns their house.";2703;us;2011-01-10 02:00:00;['comedy', 'drama'];Shameless;returning series;Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.;2011.0
